Tid	Nr	Lufttemperatur
2017.08.09.23	1695	14.400	
2017.08.10.01	1696	13.900	
2017.08.10.03	1697	13.800	
2017.08.10.05	1698	13.000	
2017.08.10.07	1699	13.600	
2017.08.10.09	1700	13.300	
2017.08.10.11	1701	13.000	
2017.08.10.13	1702	12.200	
2017.08.10.18	1703	13.300	
2017.08.10.20	1704	12.800	
2017.08.10.22	1705	12.600	
2017.08.11.00	1706	12.500	
2017.08.11.02	1707	12.600	
2017.08.11.04	1708	13.000	
2017.08.11.06	1709	13.200	
2017.08.11.08	1710	13.300	
2017.08.11.10	1711	13.600	
2017.08.11.12	1712	13.300	
2017.08.11.14	1713	14.000	
2017.08.11.16	1714	14.100	
2017.08.11.18	1715	12.100	
2017.08.11.20	1716	11.700	
2017.08.11.22	1717	11.600	
2017.08.12.00	1718	11.700	
2017.08.12.02	1719	12.300	
2017.08.12.04	1720	13.000	
2017.08.12.06	1721	11.900	
2017.08.12.08	1722	11.700	
2017.08.12.10	1723	11.400	
2017.08.12.12	1724	11.100	
2017.08.12.14	1725	12.800	
2017.08.12.16	1726	13.900	
2017.08.12.18	1727	13.300	
2017.08.12.20	1728	12.900	
2017.08.12.22	1729	10.600	
2017.08.13.00	1730	10.000	
2017.08.13.02	1731	8.600	
2017.08.13.04	1732	7.300	
2017.09.12.09	1733	10.900	
2017.09.12.12	1734	12.200	
2017.09.14.12	1735	12.500	
2017.09.14.15	1736	11.900	
2017.09.14.18	1737	12.500	
2017.09.14.21	1738	11.900	
2017.09.15.00	1739	8.700	
2017.09.15.03	1740	7.000	
2017.09.15.06	1741	7.700	
2017.09.15.09	1742	8.800	
2017.09.15.12	1743	11.700	
2017.09.15.15	1744	14.800	
2017.09.15.18	1745	15.300	
2017.09.15.21	1746	11.800	
2017.09.16.00	1747	9.600	
2017.09.16.03	1748	6.800	
2017.09.16.06	1749	6.800	
2017.09.16.09	1750	6.100	
2017.09.16.12	1751	14.000	
2017.09.16.15	1752	17.000	
2017.09.16.18	1753	17.600	
2017.09.16.21	1754	10.900	
2017.09.17.00	1755	9.100	
2017.09.17.03	1756	7.300	
2017.09.17.06	1757	8.000	
2017.09.17.09	1758	6.900	
2017.09.17.12	1759	14.400	
2017.09.17.15	1760	16.600	
2017.09.17.18	1761	19.500	
2017.09.17.21	1762	11.600	
2017.09.18.00	1763	10.300	
2017.09.18.03	1764	9.800	
2017.09.18.06	1765	9.200	
2017.09.18.09	1766	10.800	
2017.09.18.12	1767	12.700	
2017.09.18.15	1768	14.100	
2017.09.18.18	1769	14.000	
2017.09.18.21	1770	11.600	
2017.09.19.00	1771	10.400	
2017.09.19.03	1772	10.900	
2017.09.19.06	1773	11.000	
2017.09.19.09	1774	10.900	
2017.09.19.12	1775	11.900	
2017.09.19.15	1776	13.800	
2017.09.19.18	1777	12.600	
2017.09.19.21	1778	11.100	
2017.09.20.00	1779	10.700	
2017.09.20.03	1780	10.800	
2017.09.20.06	1781	10.900	
2017.09.20.12	1782	11.400	
2017.09.20.15	1783	13.700	
2017.09.20.18	1784	11.400	
2017.09.20.21	1785	10.500	
2017.09.21.00	1786	10.200	
2017.09.21.03	1787	11.000	
2017.09.21.06	1788	11.600	
2017.09.21.09	1789	11.000	
2017.09.21.12	1790	13.300	
2017.09.21.15	1791	13.900	
2017.09.21.18	1792	13.100	
2017.09.21.21	1793	13.400	
2017.09.22.00	1794	13.300	
2017.09.22.03	1795	13.700	
2017.09.22.06	1796	14.200	
2017.09.22.09	1797	14.800	
2017.09.22.12	1798	14.400	
2017.09.22.15	1799	14.500	
2017.09.22.18	1800	14.600	
2017.09.22.21	1801	14.300	
2017.09.23.00	1802	13.500	
2017.09.23.03	1803	12.500	
2017.09.23.06	1804	11.400	
2017.09.23.09	1805	11.200	
2017.09.23.12	1806	15.200	
2017.09.23.15	1807	18.000	
2017.09.23.18	1808	17.600	
2017.09.23.21	1809	11.300	
2017.09.24.00	1810	9.600	
2017.09.24.03	1811	8.100	
2017.09.24.06	1812	NaN	
2017.09.24.09	1813	10.700	
2017.09.24.12	1814	15.400	
2017.09.24.15	1815	16.300	
2017.09.24.18	1816	14.800	
2017.09.24.21	1817	13.800	
2017.09.25.03	1818	11.500	
2017.09.25.06	1819	10.000	
2017.09.25.09	1820	9.100	
2017.09.25.12	1821	18.500	
2017.09.25.15	1822	20.300	
2017.09.25.18	1823	19.300	
2017.09.25.21	1824	12.100	
2017.09.26.00	1825	10.800	
2017.09.26.03	1826	9.700	
2017.09.26.06	1827	12.800	
2017.10.01.15	1828	13.500	
2017.10.01.19	1829	15.700	
2017.10.01.22	1830	12.700	
2017.10.02.01	1831	12.700	
2017.10.02.04	1832	10.900	
2017.10.02.07	1833	11.200	
2017.10.02.10	1834	11.700	
2017.10.02.13	1835	10.900	
2017.10.02.16	1836	10.800	
2017.10.02.19	1837	10.000	
2017.10.02.22	1838	10.400	
2017.10.03.01	1839	10.100	
2017.10.03.04	1840	10.200	
2017.10.03.07	1841	10.000	
2017.10.03.10	1842	9.200	
2017.10.03.13	1843	10.300	
2017.10.03.16	1844	8.500	
2017.10.03.19	1845	8.700	
2017.10.03.22	1846	7.500	
2017.10.04.01	1847	8.000	
2017.10.04.04	1848	8.400	
2017.10.04.07	1849	8.400	
2017.10.04.10	1850	6.300	
2017.10.04.13	1851	7.400	
2017.10.04.16	1852	7.600	
2017.10.04.19	1853	6.100	
2017.10.04.22	1854	5.600	
2017.10.05.01	1855	6.300	
2017.10.05.04	1856	6.500	
2017.10.05.07	1857	6.700	
2017.10.05.13	1858	7.800	
2017.10.05.16	1859	8.400	
2017.10.05.19	1860	8.900	
2017.10.05.22	1861	7.700	
2017.10.06.01	1862	5.400	
2017.10.06.04	1863	6.400	
2017.10.06.07	1864	5.400	
2017.10.24.15	1865	11.000	
2017.10.24.18	1866	9.700	
2017.10.24.21	1867	9.200	
2017.10.25.00	1868	8.500	
2017.10.25.03	1869	9.100	
2017.10.25.06	1870	8.700	
2017.10.25.09	1871	8.700	
2017.10.25.12	1872	9.300	
2017.10.25.15	1873	10.000	
2017.10.25.18	1874	8.800	
2017.10.25.21	1875	9.000	
2017.10.26.00	1876	8.000	
2017.10.26.03	1877	9.000	
2017.10.26.06	1878	8.200	
2017.10.26.09	1879	9.200	
2017.10.26.12	1880	9.600	
2017.10.26.15	1881	9.600	
2017.10.26.18	1882	8.300	
2017.10.26.21	1883	6.400	
2017.10.27.00	1884	7.100	
2017.10.27.03	1885	6.400	
2017.10.27.06	1886	7.000	
2017.10.27.09	1887	7.300	
2017.10.27.12	1888	6.900	
2017.10.27.15	1889	7.800	
2017.10.27.18	1890	8.300	
2017.10.27.21	1891	8.600	
2017.10.28.00	1892	8.000	
2017.10.28.03	1893	8.800	
2017.10.28.06	1894	7.300	
2017.10.28.12	1895	9.500	
2017.10.28.15	1896	7.600	
2017.10.28.18	1897	6.500	
2017.10.28.21	1898	5.000	
2017.10.29.00	1899	6.000	
2017.10.29.03	1900	5.500	
2017.10.29.06	1901	4.300	
2017.10.29.09	1902	5.500	
2017.10.29.12	1903	6.100	
2017.10.29.15	1904	5.200	
2017.10.29.18	1905	3.800	
2017.10.29.21	1906	3.300	
2017.10.30.00	1907	2.700	
2017.10.30.03	1908	2.600	
2017.10.30.06	1909	3.200	
2017.10.30.09	1910	3.100	
2017.10.30.12	1911	4.600	
2017.10.30.15	1912	3.800	
2017.10.30.18	1913	3.400	
2017.10.30.21	1914	3.200	
2017.10.31.00	1915	3.600	
2017.10.31.03	1916	4.200	
2017.10.31.06	1917	4.500	
2017.10.31.09	1918	5.200	
2017.10.31.12	1919	6.700	
2017.10.31.15	1920	6.600	
2017.10.31.18	1921	6.900	
2017.10.31.21	1922	6.900	
2017.11.01.00	1923	7.400	
2017.11.01.03	1924	7.700	
2017.11.01.06	1925	8.000	
2017.11.01.09	1926	10.300	
2017.11.01.12	1927	10.100	
2017.11.01.15	1928	9.800	
2017.11.01.18	1929	9.200	
2017.11.01.21	1930	8.700	
2017.11.02.00	1931	8.600	
2017.11.02.03	1932	8.600	
2017.11.02.06	1933	7.300	
2017.11.02.09	1934	6.800	
2017.11.02.12	1935	8.800	
2017.11.02.15	1936	7.300	
2017.11.02.18	1937	4.400	
2017.11.02.21	1938	3.200	
2017.11.03.00	1939	3.300	
2017.11.03.03	1940	5.100	
2017.11.03.06	1941	5.700	
2017.11.03.09	1942	5.300	
2017.11.03.12	1943	5.600	
2017.11.03.15	1944	6.100	
2017.11.03.18	1945	6.400	
2017.11.03.21	1946	6.500	
2017.11.04.00	1947	6.100	
2017.11.04.03	1948	6.700	
2017.11.04.06	1949	6.400	
2017.11.04.09	1950	7.100	
2017.11.04.12	1951	7.500	
2017.11.04.15	1952	7.300	
2017.11.04.18	1953	7.200	
2017.11.04.21	1954	6.700	
2017.11.05.00	1955	5.700	
2017.11.05.03	1956	5.400	
2017.11.05.06	1957	4.400	
2017.11.05.09	1958	4.900	
2017.11.05.12	1959	5.000	
2017.11.05.15	1960	5.000	
2017.11.05.18	1961	4.800	
2017.11.05.21	1962	4.000	
2017.11.06.00	1963	4.400	
2017.11.06.03	1964	1.500	
2017.11.06.06	1965	0.200	
2017.11.06.09	1966	1.200	
2017.11.06.12	1967	5.400	
2017.11.06.15	1968	5.400	
2017.11.06.18	1969	5.900	
2017.11.06.21	1970	6.500	
2017.11.07.00	1971	6.700	
2017.11.07.03	1972	7.500	
2017.11.07.06	1973	8.100	
2017.11.07.09	1974	7.700	
2017.11.07.12	1975	8.000	
2017.11.07.15	1976	8.800	
2017.11.07.18	1977	7.500	
2017.11.07.21	1978	8.600	
2017.11.08.00	1979	8.300	
2017.11.08.03	1980	6.800	
2017.11.08.06	1981	5.900	
2017.11.08.09	1982	6.100	
2017.11.08.12	1983	6.300	
2017.11.08.15	1984	6.400	
2017.11.08.18	1985	6.900	
2017.11.08.21	1986	7.900	
2017.11.09.00	1987	8.600	
2017.11.09.03	1988	4.900	
2017.11.09.06	1989	5.900	
2017.11.09.09	1990	7.700	
2017.11.09.12	1991	6.900	
2017.11.09.15	1992	6.900	
2017.11.09.18	1993	6.100	
2017.11.09.21	1994	5.200	
2017.11.10.00	1995	3.800	
2017.11.10.03	1996	4.000	
2017.11.10.06	1997	3.500	
2017.11.10.09	1998	1.400	
2017.11.10.12	1999	2.000	
2017.11.10.15	2000	2.100	
2017.11.10.18	2001	1.500	
2017.11.10.21	2002	0.700	
2017.11.11.00	2003	0.800	
2017.11.11.03	2004	1.000	
2017.11.11.06	2005	2.600	
2017.11.11.09	2006	3.500	
2017.11.11.12	2007	2.600	
2017.11.11.15	2008	2.600	
2017.11.11.18	2009	1.600	
2017.11.11.21	2010	2.200	
2017.11.12.00	2011	1.900	
2017.11.12.03	2012	1.700	
2017.11.12.06	2013	1.400	
2017.11.12.09	2014	0.600	
2017.11.12.12	2015	4.500	
2017.11.12.15	2016	4.800	
2017.11.12.18	2017	3.600	
2017.11.12.21	2018	3.400	
2017.11.13.00	2019	2.400	
2017.11.13.03	2020	2.900	
2017.11.13.06	2021	0.300	
2017.11.13.09	2022	2.600	
2017.11.13.12	2023	2.900	
2017.11.13.15	2024	2.000	
2017.11.13.18	2025	1.100	
2017.11.13.21	2026	1.600	
2017.11.14.00	2027	1.600	
2017.11.14.03	2028	1.200	
2017.11.14.06	2029	1.800	
2017.11.14.09	2030	3.300	
2017.11.14.12	2031	4.100	
2017.11.14.15	2032	4.900	
2017.11.14.18	2033	4.500	
2017.11.14.21	2034	4.900	
2017.11.15.00	2035	5.000	
2017.11.15.03	2036	6.200	
2017.11.15.06	2037	5.700	
2017.11.15.09	2038	4.000	
2017.11.15.12	2039	4.100	
2017.11.15.15	2040	4.200	
2017.11.15.18	2041	3.600	
2017.11.15.21	2042	2.800	
2017.11.16.00	2043	3.400	
2017.11.16.03	2044	5.000	
2017.11.16.06	2045	5.600	
2017.11.16.09	2046	5.700	
2017.11.16.12	2047	6.800	
2017.11.16.15	2048	4.000	
2017.11.16.18	2049	5.200	
2017.11.16.21	2050	4.200	
2017.11.17.00	2051	3.500	
2017.11.17.03	2052	6.500	
2017.11.17.06	2053	5.600	
2017.11.17.09	2054	4.700	
2017.11.17.12	2055	6.400	
2017.11.17.15	2056	6.700	
2017.11.17.18	2057	6.200	
2017.11.17.21	2058	3.000	
2017.11.18.00	2059	3.400	
2017.11.18.03	2060	1.400	
2017.11.18.06	2061	1.200	
2017.11.18.09	2062	2.500	
2017.11.18.12	2063	4.100	
2017.11.18.15	2064	5.300	
2017.11.18.18	2065	6.600	
2017.11.18.21	2066	5.100	
2017.11.19.00	2067	3.800	
2017.11.19.03	2068	3.300	
2017.11.19.06	2069	2.800	
2017.11.19.09	2070	1.600	
2017.11.19.12	2071	5.700	
2017.11.19.15	2072	4.600	
2017.11.19.18	2073	2.900	
2017.11.19.21	2074	1.600	
2017.11.20.00	2075	2.000	
2017.11.20.03	2076	0.700	
2017.11.20.06	2077	-0.900	
2017.11.20.09	2078	0.200	
2017.11.20.12	2079	1.600	
2017.11.20.15	2080	2.000	
2017.11.20.18	2081	1.200	
2017.11.20.21	2082	0.800	
2017.11.21.00	2083	-0.800	
2017.11.21.09	2084	-2.900	
2017.11.21.12	2085	-0.100	
2017.11.21.15	2086	-1.100	
2017.11.21.18	2087	-2.100	
2017.11.21.21	2088	-1.000	
2017.11.22.00	2089	-0.200	
2017.11.22.03	2090	0.500	
2017.11.22.06	2091	0.300	
2017.11.22.09	2092	1.200	
2017.11.22.12	2093	4.500	
2017.11.22.15	2094	5.000	
2017.11.22.18	2095	5.800	
2017.11.22.21	2096	5.800	
2017.11.23.00	2097	5.000	
2017.11.23.03	2098	6.300	
2017.11.23.06	2099	5.000	
2017.11.23.09	2100	4.400	
2017.11.23.12	2101	4.600	
2017.11.23.15	2102	3.600	
2017.11.23.18	2103	-0.600	
2017.11.23.21	2104	1.200	
2017.11.24.00	2105	2.700	
2017.11.24.03	2106	2.600	
2017.11.24.06	2107	3.000	
2017.11.24.09	2108	3.200	
2017.11.24.12	2109	3.400	
2017.11.24.15	2110	4.400	
2017.11.24.18	2111	3.100	
2017.11.24.21	2112	4.300	
2017.11.25.00	2113	3.800	
2017.11.25.03	2114	1.400	
2017.11.25.06	2115	0.500	
2017.11.25.09	2116	1.700	
2017.11.25.12	2117	3.000	
2017.11.25.15	2118	2.700	
2017.11.25.18	2119	2.400	
2017.11.25.21	2120	2.600	
2017.11.26.00	2121	3.200	
2017.11.26.03	2122	2.700	
2017.11.26.06	2123	2.800	
2017.11.26.09	2124	3.700	
2017.11.26.12	2125	5.200	
2017.11.26.15	2126	2.900	
2017.11.26.18	2127	0.200	
2017.11.26.21	2128	0.200	
2017.11.27.00	2129	-0.300	
2017.11.27.03	2130	1.400	
2017.11.27.06	2131	1.800	
2017.11.27.09	2132	1.000	
2017.11.27.12	2133	1.200	
2017.11.27.15	2134	2.300	
2017.11.27.18	2135	1.000	
2017.11.27.21	2136	0.900	
2017.11.28.00	2137	-0.100	
2017.11.28.03	2138	-1.000	
2017.11.28.06	2139	0.000	
2017.11.28.12	2140	3.900	
2017.11.28.15	2141	3.000	
2017.11.28.18	2142	2.100	
2017.11.28.21	2143	1.400	
2017.11.29.00	2144	1.400	
2017.11.29.03	2145	-0.100	
2017.11.29.06	2146	-2.000	
2017.11.29.09	2147	-2.900	
2017.11.29.12	2148	1.200	
2017.11.29.15	2149	-1.400	
2017.11.29.18	2150	-2.400	
2017.11.29.21	2151	-3.300	
2017.11.30.00	2152	-4.000	
2017.11.30.03	2153	-2.100	
2017.11.30.06	2154	-2.200	
2017.11.30.09	2155	-0.800	
2017.11.30.12	2156	0.600	
2017.11.30.15	2157	0.800	
2017.11.30.18	2158	0.600	
2017.11.30.21	2159	-0.900	
2017.12.01.00	2160	0.600	
2017.12.01.03	2161	-1.200	
2017.12.01.06	2162	-4.400	
2017.12.01.09	2163	-4.300	
2017.12.01.12	2164	-2.200	
2017.12.01.15	2165	-1.200	
2017.12.01.18	2166	0.100	
2017.12.01.21	2167	-0.300	
2017.12.02.00	2168	0.600	
2017.12.02.03	2169	1.700	
2017.12.02.06	2170	1.800	
2017.12.02.09	2171	2.300	
2017.12.02.12	2172	2.900	
2017.12.02.15	2173	3.600	
2017.12.02.18	2174	5.600	
2017.12.02.21	2175	4.500	
2017.12.03.00	2176	2.800	
2017.12.03.03	2177	2.400	
2017.12.03.06	2178	1.500	
2017.12.03.09	2179	2.900	
2017.12.03.12	2180	3.800	
2017.12.03.15	2181	1.800	
2017.12.03.18	2182	1.200	
2017.12.03.21	2183	1.500	
2017.12.04.00	2184	1.700	
2017.12.04.03	2185	1.300	
2017.12.04.06	2186	0.900	
2017.12.04.09	2187	0.600	
2017.12.04.12	2188	1.700	
2017.12.04.15	2189	1.600	
2017.12.04.18	2190	1.100	
2017.12.04.21	2191	2.300	
2017.12.05.00	2192	3.600	
2017.12.05.03	2193	6.100	
2017.12.05.06	2194	5.800	
2017.12.05.09	2195	7.500	
2017.12.05.12	2196	7.400	
2017.12.05.15	2197	7.600	
2017.12.05.18	2198	6.200	
2017.12.05.21	2199	5.800	
2017.12.06.00	2200	6.900	
2017.12.06.03	2201	6.900	
2017.12.06.06	2202	7.200	
2017.12.06.09	2203	7.500	
2017.12.06.12	2204	7.500	
2017.12.06.15	2205	7.800	
2017.12.06.18	2206	7.400	
2017.12.06.21	2207	7.300	
2017.12.07.00	2208	7.600	
2017.12.07.03	2209	7.900	
2017.12.07.06	2210	7.600	
2017.12.07.09	2211	8.000	
2017.12.07.12	2212	6.200	
2017.12.07.18	2213	4.600	
2017.12.07.21	2214	4.600	
2017.12.08.00	2215	3.700	
2017.12.08.03	2216	3.800	
2017.12.08.06	2217	4.200	
2017.12.08.09	2218	3.200	
2017.12.08.12	2219	2.400	
2017.12.08.18	2220	3.500	
2017.12.08.21	2221	3.000	
2017.12.09.00	2222	1.900	
2017.12.09.03	2223	2.600	
2017.12.09.06	2224	3.500	
2017.12.09.09	2225	2.000	
2017.12.09.12	2226	1.000	
2017.12.09.15	2227	-0.400	
2017.12.09.18	2228	-0.400	
2017.12.10.09	2229	0.000	
2017.12.11.12	2230	0.100	
2017.12.11.15	2231	-0.400	
2017.12.11.18	2232	-1.600	
2017.12.11.21	2233	-1.600	
2017.12.12.00	2234	-0.900	
2017.12.12.03	2235	-1.000	
2017.12.12.06	2236	-0.500	
2017.12.12.09	2237	-2.000	
2017.12.12.12	2238	-0.900	
2017.12.12.15	2239	-0.300	
2017.12.12.18	2240	0.200	
2017.12.12.21	2241	0.200	
2017.12.13.00	2242	1.300	
2017.12.13.03	2243	1.400	
2017.12.13.12	2244	2.400	
2017.12.14.12	2245	2.000	
2017.12.15.12	2246	-1.400	
2017.12.15.15	2247	-2.200	
2017.12.15.18	2248	-3.800	
2017.12.16.12	2249	-3.300	
2017.12.16.15	2250	-3.500	
2017.12.16.18	2251	-4.100	
2017.12.16.21	2252	-4.700	
2017.12.17.00	2253	-5.200	
2017.12.17.03	2254	-5.800	
2017.12.17.06	2255	-2.800	
2017.12.17.09	2256	-0.200	
2017.12.17.12	2257	0.800	
2017.12.18.15	2258	2.400	
2017.12.28.18	2259	-1.100	
2017.12.28.21	2260	-0.900	
