Tid	Nr	Lufttemperatur
2018.12.16.10	1696	4.000	
2018.12.16.12	1697	4.700	
2018.12.16.14	1698	4.100	
2018.12.16.16	1699	4.300	
2018.12.16.18	1700	4.300	
2018.12.16.20	1701	3.800	
2018.12.16.22	1702	3.200	
2018.12.17.00	1703	3.000	
2018.12.17.02	1704	2.500	
2018.12.17.04	1705	1.500	
2018.12.17.06	1706	0.800	
2018.12.17.08	1707	1.400	
2018.12.17.10	1708	2.500	
2018.12.17.12	1709	2.600	
2018.12.17.14	1710	2.500	
2018.12.17.16	1711	1.800	
2018.12.17.18	1712	0.400	
2018.12.17.20	1713	0.000	
2018.12.17.22	1714	-1.200	
2018.12.18.00	1715	-0.800	
2018.12.18.02	1716	-0.600	
2018.12.18.04	1717	-1.700	
2018.12.18.06	1718	-0.900	
2018.12.18.08	1719	-0.600	
2018.12.18.10	1720	2.200	
2018.12.18.12	1721	1.900	
2018.12.18.14	1722	1.700	
2018.12.18.16	1723	6.200	
2018.12.18.18	1724	6.700	
2018.12.18.20	1725	7.000	
2018.12.18.22	1726	7.400	
2018.12.19.00	1727	7.700	
2018.12.19.02	1728	8.400	
2018.12.19.04	1729	8.500	
2018.12.19.06	1730	8.400	
2018.12.19.08	1731	8.400	
2018.12.19.10	1732	8.700	
2018.12.19.12	1733	8.100	
2018.12.19.14	1734	7.600	
2018.12.19.16	1735	7.400	
2018.12.19.18	1736	5.700	
2018.12.19.20	1737	4.400	
2018.12.19.22	1738	4.900	
2018.12.20.00	1739	4.300	
2018.12.20.02	1740	6.700	
2018.12.20.04	1741	7.100	
2018.12.20.06	1742	7.300	
2018.12.20.10	1743	6.900	
2018.12.20.12	1744	6.900	
2018.12.20.14	1745	7.000	
2018.12.20.16	1746	7.000	
2018.12.20.18	1747	7.500	
2018.12.20.20	1748	7.500	
2018.12.20.22	1749	6.800	
2018.12.21.00	1750	6.700	
2018.12.21.02	1751	6.700	
2018.12.21.04	1752	5.800	
2018.12.21.06	1753	5.300	
2018.12.21.08	1754	4.900	
2018.12.21.10	1755	5.300	
2018.12.21.12	1756	5.000	
2018.12.21.14	1757	5.100	
2018.12.21.16	1758	4.800	
2018.12.21.18	1759	4.700	
2018.12.21.20	1760	4.000	
2018.12.21.22	1761	4.200	
2018.12.22.00	1762	4.300	
2018.12.22.02	1763	2.100	
2018.12.22.04	1764	2.200	
2018.12.22.06	1765	1.900	
2018.12.22.08	1766	1.200	
2018.12.22.10	1767	1.500	
2018.12.22.12	1768	1.800	
2018.12.22.14	1769	2.200	
2018.12.22.16	1770	2.100	
2018.12.22.18	1771	1.600	
2018.12.22.20	1772	0.700	
2018.12.22.22	1773	0.000	
2018.12.23.00	1774	-0.500	
2018.12.23.02	1775	-1.100	
2018.12.23.04	1776	-1.500	
2018.12.23.06	1777	-2.200	
2018.12.23.08	1778	-0.400	
2018.12.23.10	1779	-0.700	
2018.12.23.12	1780	0.700	
2018.12.23.14	1781	1.200	
2018.12.23.16	1782	0.900	
2018.12.23.18	1783	0.600	
2018.12.23.20	1784	-0.300	
2018.12.23.22	1785	-1.400	
2018.12.24.00	1786	0.000	
2018.12.24.02	1787	0.400	
2018.12.24.04	1788	1.100	
2018.12.24.06	1789	1.400	
2018.12.24.08	1790	0.400	
2018.12.24.10	1791	0.600	
2018.12.24.12	1792	1.000	
2018.12.24.14	1793	2.000	
2018.12.24.16	1794	3.300	
2018.12.24.18	1795	5.400	
2018.12.24.20	1796	5.100	
2018.12.24.22	1797	5.200	
2018.12.25.00	1798	6.100	
2018.12.25.02	1799	6.500	
2018.12.25.04	1800	6.300	
2018.12.25.06	1801	6.300	
2018.12.25.08	1802	5.800	
2018.12.25.10	1803	5.200	
2018.12.25.12	1804	5.400	
2018.12.25.14	1805	5.300	
2018.12.25.16	1806	5.100	
2018.12.25.18	1807	5.000	
2018.12.25.20	1808	4.300	
2018.12.25.22	1809	4.400	
2018.12.26.00	1810	4.000	
2018.12.26.02	1811	3.800	
2018.12.26.04	1812	3.700	
2018.12.26.06	1813	4.200	
2018.12.26.08	1814	4.600	
2018.12.26.10	1815	5.000	
2018.12.26.12	1816	5.100	
2018.12.26.14	1817	5.300	
2018.12.26.16	1818	5.400	
2018.12.26.18	1819	5.700	
2018.12.26.20	1820	6.000	
2018.12.26.22	1821	5.700	
2018.12.27.00	1822	6.000	
2018.12.27.02	1823	6.100	
2018.12.27.04	1824	5.900	
2018.12.27.06	1825	6.100	
2018.12.27.08	1826	6.300	
2018.12.27.10	1827	6.300	
2018.12.27.12	1828	5.600	
2018.12.27.14	1829	6.500	
2018.12.27.16	1830	6.100	
2018.12.27.18	1831	6.100	
2018.12.27.20	1832	6.000	
2018.12.27.22	1833	5.700	
2018.12.28.00	1834	5.000	
2018.12.28.02	1835	5.000	
2018.12.28.04	1836	4.800	
2018.12.28.06	1837	4.800	
2018.12.28.08	1838	4.700	
2018.12.28.10	1839	4.700	
2018.12.28.12	1840	4.800	
2018.12.28.14	1841	5.000	
2018.12.28.16	1842	5.000	
2018.12.28.18	1843	4.400	
2018.12.28.20	1844	4.500	
2018.12.28.22	1845	4.700	
2018.12.29.00	1846	5.200	
2018.12.29.02	1847	2.600	
2018.12.29.04	1848	2.200	
2018.12.29.06	1849	3.100	
2018.12.29.08	1850	4.000	
2018.12.29.10	1851	4.100	
2018.12.29.12	1852	3.700	
2018.12.29.14	1853	4.900	
2018.12.29.16	1854	4.000	
2018.12.29.18	1855	3.700	
2018.12.29.20	1856	3.200	
2018.12.29.22	1857	3.100	
2018.12.30.00	1858	4.600	
2018.12.30.02	1859	3.800	
2018.12.30.04	1860	2.900	
2018.12.30.06	1861	0.600	
2018.12.30.08	1862	0.700	
2018.12.30.10	1863	1.000	
2018.12.30.12	1864	3.000	
2018.12.30.14	1865	3.400	
2018.12.30.16	1866	2.300	
2018.12.30.18	1867	2.000	
2018.12.30.20	1868	2.500	
2018.12.30.22	1869	3.100	
2018.12.31.00	1870	3.600	
2018.12.31.02	1871	4.100	
2018.12.31.04	1872	4.700	
2018.12.31.06	1873	5.900	
2018.12.31.08	1874	6.300	
2018.12.31.10	1875	6.500	
2018.12.31.12	1876	6.600	
2018.12.31.14	1877	6.700	
2018.12.31.16	1878	6.700	
2018.12.31.18	1879	7.800	
2018.12.31.20	1880	7.500	
